Name,URL,State,Category,IncentiveType,Created
U.S. Virgin Islands - Solar Water Heating Requirement for New Construction,https://programs.dsireusa.org/system/program/detail/4021/u-s-virgin-islands-solar-water-heating-requirement-for-new-construction,VI,Regulatory Policy,Building Energy Code,7/3/2009
U.S. Virgin Islands - Renewables Portfolio Targets,https://programs.dsireusa.org/system/program/detail/4020/u-s-virgin-islands-renewables-portfolio-targets,VI,Regulatory Policy,Renewables Portfolio Standard,8/1/2009
U.S. Virgin Islands - Net Metering,https://programs.dsireusa.org/system/program/detail/2507/u-s-virgin-islands-net-metering,VI,Regulatory Policy,Net Metering,5/1/2007
Agricultural Energy Loan Program,https://programs.dsireusa.org/system/program/detail/5513/agricultural-energy-loan-program,VT,Financial Incentive,Loan Program,8/7/2014
Commercial Energy Loan Program,https://programs.dsireusa.org/system/program/detail/5512/commercial-energy-loan-program,VT,Financial Incentive,Loan Program,8/7/2014
Burlington Electric Department - Residential EV Charging Station Rebate Program,https://programs.dsireusa.org/system/program/detail/22402/burlington-electric-department-residential-ev-charging-station-rebate-program,VT,Financial Incentive,Rebate Program,8/23/2021
Burlington Electric - Workplace EV Charging Station Rebate Program,https://programs.dsireusa.org/system/program/detail/22401/burlington-electric-workplace-ev-charging-station-rebate-program,VT,Financial Incentive,Rebate Program,8/23/2021
Electric Vehicle Workplace Charging Station Loan Program,https://programs.dsireusa.org/system/program/detail/22507/electric-vehicle-workplace-charging-station-loan-program,VT,Financial Incentive,Loan Program,3/7/2023
Vermont Public Power Supply Authority - Electric Vehicle Charging Station Rebate,https://programs.dsireusa.org/system/program/detail/22349/vermont-public-power-supply-authority-electric-vehicle-charging-station-rebate,VT,Financial Incentive,Rebate Program,8/18/2021
Commercial Appliance Rebate Programs,https://programs.dsireusa.org/system/program/detail/22505/commercial-appliance-rebate-programs,VT,Financial Incentive,Rebate Program,2/28/2023
Commercial Refigeration & Kitchen Equipment Rebate Program,https://programs.dsireusa.org/system/program/detail/5695/commercial-refigeration-kitchen-equipment-rebate-program,VT,Financial Incentive,Rebate Program,2/27/2015
Residential Energy Efficiency Rebate Programs,https://programs.dsireusa.org/system/program/detail/2325/residential-energy-efficiency-rebate-programs,VT,Financial Incentive,Rebate Program,10/6/2006
Small-Scale Renewable Energy Incentive Program,https://programs.dsireusa.org/system/program/detail/1239/small-scale-renewable-energy-incentive-program,VT,Financial Incentive,Rebate Program,9/12/2005
Residential Rental Property Rebate Program,https://programs.dsireusa.org/system/program/detail/2680/residential-rental-property-rebate-program,VT,Financial Incentive,Rebate Program,8/15/2007
Home Performance with Energy Star (Existing Residential),https://programs.dsireusa.org/system/program/detail/3581/home-performance-with-energy-star-existing-residential,VT,Financial Incentive,Rebate Program,1/1/2009
Agricultural Lighting and Equipment Rebate Program,https://programs.dsireusa.org/system/program/detail/4056/agricultural-lighting-and-equipment-rebate-program,VT,Financial Incentive,Rebate Program,4/1/2010
Residential New Construction Program,https://programs.dsireusa.org/system/program/detail/3584/residential-new-construction-program,VT,Financial Incentive,Rebate Program,1/1/2009
HVAC Equipment Rebate Program,https://programs.dsireusa.org/system/program/detail/1169/hvac-equipment-rebate-program,VT,Financial Incentive,Rebate Program,6/21/2005
Commercial Lighting Rebate Program,https://programs.dsireusa.org/system/program/detail/1170/commercial-lighting-rebate-program,VT,Financial Incentive,Rebate Program,6/21/2005
Construction and Building Performance Rebate Programs,https://programs.dsireusa.org/system/program/detail/22504/construction-and-building-performance-rebate-programs,VT,Financial Incentive,Rebate Program,2/28/2023
Investment Tax Credit,https://programs.dsireusa.org/system/program/detail/3428/investment-tax-credit,VT,Financial Incentive,Personal Tax Credit,3/27/2008
Mileage Smart Program,https://programs.dsireusa.org/system/program/detail/22249/mileage-smart-program,VT,Financial Incentive,Grant Program,6/24/2021
Vermont Electric Vehicle Incentive Program,https://programs.dsireusa.org/system/program/detail/22251/vermont-electric-vehicle-incentive-program,VT,Financial Incentive,Rebate Program,6/25/2021
Electric Vehicle Charging Station Loan Program,https://programs.dsireusa.org/system/program/detail/22250/electric-vehicle-charging-station-loan-program,VT,Financial Incentive,Loan Program,6/25/2021
Diesel Emissions Reduction Grants,https://programs.dsireusa.org/system/program/detail/22248/diesel-emissions-reduction-grants,VT,Financial Incentive,Grant Program,6/24/2021
EVSE Grant Program,https://programs.dsireusa.org/system/program/detail/22247/evse-grant-program,VT,Financial Incentive,Grant Program,6/24/2021
Standard Offer Program,https://programs.dsireusa.org/system/program/detail/5680/standard-offer-program,VT,Financial Incentive,Feed-in Tariff,2/17/2015
Energy Reduction Goals,https://programs.dsireusa.org/system/program/detail/4498/energy-reduction-goals,VT,Regulatory Policy,Energy Efficiency Resource Standard,12/14/2010
Net Metering,https://programs.dsireusa.org/system/program/detail/41/net-metering,VT,Regulatory Policy,Net Metering,1/1/2000
Community Renewable Energy Program,https://programs.dsireusa.org/system/program/detail/22469/community-renewable-energy-program,VT,Regulatory Policy,Community Solar Rules,6/29/2022
Burlington Electric Department - Electric Vehicle Rebate Program,https://programs.dsireusa.org/system/program/detail/22403/burlington-electric-department-electric-vehicle-rebate-program,VT,Financial Incentive,Rebate Program,8/23/2021
Stowe Electric - Public EV Charging Station Rebate,https://programs.dsireusa.org/system/program/detail/22341/stowe-electric-public-ev-charging-station-rebate,VT,Financial Incentive,Rebate Program,8/16/2021
Vermont Electric Coop - Electric Forklift Bill Credit,https://programs.dsireusa.org/system/program/detail/22346/vermont-electric-coop-electric-forklift-bill-credit,VT,Financial Incentive,Rebate Program,8/18/2021
Vermont Public Power Supply Authority - Electric Forklift Rebate,https://programs.dsireusa.org/system/program/detail/22354/vermont-public-power-supply-authority-electric-forklift-rebate,VT,Financial Incentive,Rebate Program,8/19/2021
Vermont Public Power Supply Authority - Electric Golf Cart Rebate,https://programs.dsireusa.org/system/program/detail/22353/vermont-public-power-supply-authority-electric-golf-cart-rebate,VT,Financial Incentive,Rebate Program,8/19/2021
Vermont Electric Coop - EV Charging Station Bill Credit,https://programs.dsireusa.org/system/program/detail/22344/vermont-electric-coop-ev-charging-station-bill-credit,VT,Financial Incentive,Other Incentive,8/16/2021
Vermont Public Power Supply Authority - Electric Vehicle Purchase Rebate,https://programs.dsireusa.org/system/program/detail/22348/vermont-public-power-supply-authority-electric-vehicle-purchase-rebate,VT,Financial Incentive,Rebate Program,8/18/2021
Stowe Electric - Electric Vehicle Purchase Rebate,https://programs.dsireusa.org/system/program/detail/22340/stowe-electric-electric-vehicle-purchase-rebate,VT,Financial Incentive,Rebate Program,8/16/2021
Vermont Electric Coop - Electric Vehicle Purchase Bill Credit,https://programs.dsireusa.org/system/program/detail/22345/vermont-electric-coop-electric-vehicle-purchase-bill-credit,VT,Financial Incentive,Rebate Program,8/16/2021
Burlington Electric Department EV Charging Station Loan Program,https://programs.dsireusa.org/system/program/detail/22400/burlington-electric-department-ev-charging-station-loan-program,VT,Financial Incentive,Loan Program,8/23/2021
Stowe Electric - Electric Lawnmowers,https://programs.dsireusa.org/system/program/detail/22342/stowe-electric-electric-lawnmowers,VT,Financial Incentive,Rebate Program,8/16/2021
Stowe Electric - Electric Bicycles,https://programs.dsireusa.org/system/program/detail/22343/stowe-electric-electric-bicycles,VT,Financial Incentive,Rebate Program,8/16/2021
Vermont Electric Coop - Electric Lawnmower Bill Credit,https://programs.dsireusa.org/system/program/detail/22347/vermont-electric-coop-electric-lawnmower-bill-credit,VT,Financial Incentive,Rebate Program,8/18/2021
Vermont Public Power Supply Authority - Electric Lawnmower Rebate,https://programs.dsireusa.org/system/program/detail/22350/vermont-public-power-supply-authority-electric-lawnmower-rebate,VT,Financial Incentive,Rebate Program,8/18/2021
Vermont Public Power Supply Authority - Electric Bicycle and Retrofit Kit Rebate,https://programs.dsireusa.org/system/program/detail/22351/vermont-public-power-supply-authority-electric-bicycle-and-retrofit-kit-rebate,VT,Financial Incentive,Rebate Program,8/18/2021
Vermont Solar Rights Laws,https://programs.dsireusa.org/system/program/detail/3417/vermont-solar-rights-laws,VT,Regulatory Policy,Solar/Wind Access Policy,6/8/2009
Clean Energy Development Fund,https://programs.dsireusa.org/system/program/detail/1870/clean-energy-development-fund,VT,Regulatory Policy,Public Benefits Fund,7/27/2006
Efficiency Vermont,https://programs.dsireusa.org/system/program/detail/2019/efficiency-vermont,VT,Regulatory Policy,Public Benefits Fund,8/23/2006
Vermont Appliance and Equipment Energy Efficiency Standards,https://programs.dsireusa.org/system/program/detail/1583/vermont-appliance-and-equipment-energy-efficiency-standards,VT,Regulatory Policy,Appliance/Equipment Efficiency Standards,6/5/2006
Uniform Capacity Tax and Exemption for Solar,https://programs.dsireusa.org/system/program/detail/5209/uniform-capacity-tax-and-exemption-for-solar,VT,Financial Incentive,Property Tax Incentive,6/18/2012
Local Option - Property Tax Exemption,https://programs.dsireusa.org/system/program/detail/45/local-option-property-tax-exemption,VT,Financial Incentive,Property Tax Incentive,1/1/2000
Renewable Energy Systems Sales Tax Exemption,https://programs.dsireusa.org/system/program/detail/44/renewable-energy-systems-sales-tax-exemption,VT,Financial Incentive,Sales Tax Incentive,1/1/2000
Building Energy Standards,https://programs.dsireusa.org/system/program/detail/1874/building-energy-standards,VT,Regulatory Policy,Building Energy Code,7/27/2006
GMP Cow Power,https://programs.dsireusa.org/system/program/detail/1106/gmp-cow-power,VT,Financial Incentive,Performance-Based Incentive,8/12/2004
Burlington Electric Department - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4636/burlington-electric-department-residential-energy-efficiency-rebate-program,VT,Financial Incentive,Rebate Program,10/7/2009
Burlington Electric Department - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/22103/burlington-electric-department-commercial-energy-efficiency-rebate-program,VT,Financial Incentive,Rebate Program,6/20/2019
Burlington Electric Department - Commercial On-Bill Financing Program,https://programs.dsireusa.org/system/program/detail/22102/burlington-electric-department-commercial-on-bill-financing-program,VT,Financial Incentive,Loan Program,6/20/2019
Burlington Electric Department - Multi-Family Rental Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3724/burlington-electric-department-multi-family-rental-energy-efficiency-rebate-program,VT,Financial Incentive,Rebate Program,10/7/2009
Vermont Gas - Commercial Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/1346/vermont-gas-commercial-energy-efficiency-program,VT,Financial Incentive,Rebate Program,4/17/2006
Vermont Gas - Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/1344/vermont-gas-residential-energy-efficiency-program,VT,Financial Incentive,Rebate Program,4/17/2006
Vermont Gas - Residential Energy Efficiency Loan Program,https://programs.dsireusa.org/system/program/detail/1345/vermont-gas-residential-energy-efficiency-loan-program,VT,Financial Incentive,Loan Program,4/17/2006
Renewable Energy Standard,https://programs.dsireusa.org/system/program/detail/5786/renewable-energy-standard,VT,Regulatory Policy,Renewables Portfolio Standard,6/15/2015
Expedited Permitting Process for Solar Photovoltaic Systems,https://programs.dsireusa.org/system/program/detail/5293/expedited-permitting-process-for-solar-photovoltaic-systems,VT,Regulatory Policy,Solar/Wind Permitting Standards,8/10/2012
Line Extension Alternatives,https://programs.dsireusa.org/system/program/detail/3894/line-extension-alternatives,VT,Regulatory Policy,Line Extension Analysis,1/11/2010
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/807/interconnection-standards,VT,Regulatory Policy,Interconnection,7/16/2002
